cur glup pokaza tekst vrt svijet zanima fotk mlađ dan sličn pizdarij sramotiš,2
dozlogrdi gleda salast debel dup,3
kriv prisiljen napust domovin pita njih..sad vrate.. nema obitelj otis razmisljanj,2
kaž star debel plus siz maneken,2
prizna mora ubi pojed neb približn mes poje,3
košćićav kost nema gram mes lijep.pametan interesantn im ki glup ružni.antipatićn zna ne. drag društv anoreksićark anoreksićar pamtivijek ljep vidjet dam gospod pun drag pametn društven drag osob tv-u radi ćist vrijeđanj diskriminacij pogled,2
zivi 34 godin skonta nest mora hitn promijeni spakir zivot crikvenic odseli zagreb vis godin super posa mal unajmljen stancic dovoljn preporodi shvati ustvar mog pocetk jak tesk savrsen kazes nest mora mijenja zivot nist stisn zub rat,3
napravi cetnic ce dvojica.javn lov iskoristit privatn interes uvest porez nekretnin ce staric platit 20000kn porez kuc,2
rađ hr neč imat smješi ..,3
besmrtnost mog kupi,2
poremečen žensk život pimpek vidjel živ pornić misl kurc 20 reć al da bog sis komentiraš..odma sexist,3
pedofi izopaćen um psihijatrijsk slučaj nasilnik već kapacitet ..da bi prav ljubavnik nem metk glav jeben junak prikazuj,2
kriv klinc roditelj,2
misli rh nem gadn zen vrt plas ptic,1
gospođ marović margetić suzi teritorij nem ružn žen reka naj manj ruk cijel kontinent čitav svijet,1
prima 20 000 kn mjesečn jurca djećic škol točn radiš uhljeb državn jaslama..sa poremećen uhljeb..,3
aleluj traperic nisk struk \xe2\x98\xba\xe2\x98\xba\xe2\x98\xb,2
ajm organizator raznorazn peticij vidim.organizira peticij velik lrosvjed ob zakon porez nekretnine.uzmi sirotinj dajm bogatim.st misev politick elit boj todoric hanzekovic,1
sta potplacen smec index- di nered najavljiva brav hrvatsk,3
stoj,2
history chanel prikazuj serij '' hunting hitler '' dokaz upucuj zavrsi argentin cak postoj slik 1961g di slikan,3
bog bog spominješ bog stvarn postoj jeben sadist dopušt stvar događaj,1
misli slic bas normalan..just fontain fontan boy idot parekselans.. protjeran bivs lak odmetnik hdz-mostovc okren vjetar pus bab zvan legalizacij legalizir pasj kucic mogl balkon katastrofa.. eu kin pizd materin hr uvoz rob uvez politicar jel isteka rok upotreb smrd kilometar,1
loš im aerodr gušt wc reć posra franj,1
oduševljav muškarc pokušav upravlja ženin tijel,2
covjek reagir profesionalno.. svak čast.. obzir pitanj dijet većin prihvati cvijet,2
zast unisti svid ok stvar ziv volj jed neiznemoglost im xyz kg višk nett boj kos nezamisliv boj stav plastik stra pric vatr zast mog tetovir modificir pirsa svid zast treb zanima tijel radi svid pustit ljud ziv hoc pobrin vas tijel zeli,2
per komentar dan pametniji.bac mobitel prozor moli sramot,2
kosovsk srb im nist djec kosovsk albanc vec srb tok stoljec iseljava kosov albansk stanovnistv povecava useljavanj albanije.sa nalet 1945 alban useli 200 000 albanc srpsk koljevk kosov al razn razn razlog iseli iseli bijel hrvatsk,3
oduševi spontanost srpsk voditelj šeretsk pita kandidat hrvatsk `` kak ``,3
mozd zen wc-u djetet oljn min otrc misli lijep osudjiva zen situacij majk cuvanj dic im kucansk obavez oljn par sekund dogod nevolj,2
inteligent jel moz copy/past vide isjeck intervju navodn inteligencij dolaz izražaj vidi cu svast al trenutk tračk inteligencij vidi moli prosvjetli,1
ovrh mogl spasi 400 milion pokloni zadnj tranš crkn smrad kradezeovsk zašt pust bankrot ovrš nekretnin jaht helikopter novc račun,1
papak papk al vas kolind glup rec,1
jednostavn genijaln komentar gor vlad im europsk uglanca '',1
firm vis 8.000 zaposlen vis kun dug mogl gospoj ministark nabroja,3
laga reka,2
brav majstor licemjern eu kolonijaln si obogati račun gladn izrabljivan ubijan azijat crnc indijac indijanc nema prav drža prodik plaća buduć generacij zločin tuži,3
živim debel prošlost gled ulaž budućnost prošlost prič glavn ustaš četnik.. prestan stanj držav bolj mlad dalj iseljava,3
jak podl idex usporedjiva predsjednic drzav hrvatsk obicn eskort dam upotrijebi tocn izraz,3
govn americk naoruzava stran ce nahuska ce rat iduc godin,3
im monty python,2
misli nist pokušav dokaza zaradjuj posa zaradjuj sal smrsav vis interesatn npr.fotk reklamir amadeus traperic pozir izmedj mrsav model upad oč misli stran primjećuj,2
daj boz,2
klasičan primjer svijet otiša kurc kurčin p.,3
švedsk bogat zemlj nem lopov vlast morej priuštit vojn rok nezna predsjednic tam id sramotim,3
im velik greska.kad evrop pocn deportir 5000000 turak drukcij ce prica,3
index im normaln slik pernar stav pljug smrad posten,3
radnik hti otrova beskucnik hran,2
dec vrn brisel,3
ljudsk glupost beskonačn,2
uvel besplatn paket ulozak svak zen mjesec..,2
zadnj mjesec dan neprestan mič kazaljk sat istroši baterije..,2
vrijed lonc špek filek ..,2
prav intimn slik šer javnost osta mora prav privatnost,2
kurvetin drug,3
debel krav mjest manekenstv reklamiranj čvarak pršut slatkiš zdrav hran,3
kreten,3
misl bitan dečk prošl min lažn slave.v prošlost,3
nizašt kriv odgovorn uvjek kriv neprijatelj izdajnic jugonostalgičar komunjar crven crn vrag jalunaš orjunaš mrzitelj hrvatsk redom. najpoštenij strank kap nebesk,3
šmink oči,2
znač novc financir stran `` kompilator '' krivotvoritelj fenomenaln,2
prv osnovn fula definicij samohran roditelj samohran roditelj brak izvanbračn zajednic brin dijet nem alimentacij tj.drug roditelj mrtav izgubi roditeljsk prav pokušava proda samohran roditelj uvred prav samohran roditelj postoj bivš muž dalj djetetov život financir samohran majk spada kategorij jednoroditeljsk obitelj bitn uzdržava dijet dijet živ kućanstv roditelj bitn razlik razumij,2
jbt 17 sanja rib 25-40,2
najbolj konzum stečaj proda vi otok radnic jadran konobar kuvar radn snag majk todorić uvali vrhušk dozvoli kupuj merkator dugov grl živ ko šeic nerazumljiv lud,1
štet gospodin đel hadžiselimović kandidir hti predsjednik države.on odaber sviđa.sad kraj emisij pročita `` odabra kolind grabar kitarović '' nema želj gleda tv,3
inteligentan pristup autora.od imen prevod proba prevest hrvatsk im englesk jezik.dobar rijedak primjer devetnaest stoljeć doseljen nijemc austrijanc žid prilagođava imen prevodi rijetk slučaj .dakl gospodin index prv informira pišet,3
ljepš rim bec zgrad cest raspada centr predgrađ treb bolesn majmun opali lopat tikv baci fontan balkansk kasab opančar verbaln proljev puš trupc dobi posa zet hž-u holding gradsk uprav vid komentar vec siš šupak menađer holding godin nekakv pripizdin romčić,3
velik br vjernik štuj sotonu..,3
hdz-e stvarn nov čovjek ugur guzic metar glav milimetar,1
zen zen najgor neprijatelj drz skup,2
tocn crnogorc srbin,3
index hr. gon reklamir živ većin normaln ljud zgražaj reklamira stavov,3
ce rugob star rospij vlad zagreb jos lopusin,3
majk id pun 32 godin hemodijaluz zna dobr .a dobivanj bubreg mor podudara čimbenik tijel zna odbaci bubreg ivan im šans dobi bubreg već šans godin medicin napredova treb gubi nad,2
zloupotreb djec zakon zabranjen policij haps haps bab proda kolut sir,2
zanimljiv izokrec cinjenic zovem `` prav odg djetet '' rijec prav raspolaganj tudj zivot pogled znanj slucaj djetet tvrd zen nem prav fetus prav bic dvostruk mjeri nem sta licemjerstv najjac,2
star imas djec dobitk eurojackpot,2
tolk dobr igr mandzukic vis obran napad zna cuva igrc vidi uziv shvaca los cist solidan al zna nist kri trc led odm trc 16 stoj 10 metr najmanj kri staln zna vid jak svak bolj desn kri protivnick momcad znac nas lijev kri mor vraca pomaga plivaric apsolutn zasluzi nadimak zapliv pod,2
agrokor nov zakon `` stok sitn zub '' porez nekretnin plati porez prilik kupovin izgradnj nasljeđivanj staln mora plaća porez mogl plaća osta ulic narod ček,1
neobičn cijel sustav osmišljen korist kapita,1
im imovin stav hipotek ko plat dug im ceg jeben drzav,1
navijač mog navija `` repk '' običn čovječ pokušaj razumjet navijač mog navija \xe2\x80\x9erepk '' src krvar vol hrvatsk zna francusk 1998. godin utakmic kontr argentin njemačk sjajn hrvatsk kockic tribin prepoznatljiv ponosn pun tribin prav navijač selfi konzum navijač grmi tribin hrvatsk hrvatsk nijemc čul lyon tih pokisl igr slučaj završi utakmic njemačk tribin kupi kart marokansk švercer možet zamisli iznenađenj suprotn stran vidi trobojnic umotan hrvatsk zastav 10.000 njemačk navijač ponos pobjed 3-0 \xe2\x80\x9eaufidersen '' grmi stadion pozdrav njemačk strijelc jarn 45\xc2\xb4 vlaović 80\xc2\xb4 šuker 86\xc2\xb4 davor šuker suz radosnic navijač lic donosi kupa fontan radost spava parkov pozdravlja prepoznava završi brončan medalj košarkašk barcelon osta najveć timsk dostignuć ponosn lijep `` gadn ujedin '' portuga 2004. europsk prvenstv mnoštv navijač prevali dug put gomi kombij avion \xe2\x80\xa6 posjeti fatim englez navijačk nadglasa obzir poraz ispa krug uslijedi njemačk 2006. utakmic berlin tribin 30.000 gubi brazi ponosn pjeva pjeva grmi brazilsk komentator ježi mogl vjerova uš oč emotivn navijačk nacij gadn hrva ujedin goloruk rat dobi 2006. godin zadnj put završnic \xe2\x80\xa6 hrvatsk 2006. godin nogomet ukraden narod sličn privatizacij tvrtk put `` neprofitn '' udrug malobrojn profitir financijsk utjecajn pokojn marković savez mamić dinam grgić hajduk širić sudačk raznorazn menadžer transakcij igrač selfi navijač poklonjen ulaznic trbin političar zastupnic županijsk skupštin trenirk dres pozicij zauzet politik prešutn dopusti ukra narod nogomet šak judin škud izvršn odbor savez 11 17 članov izvršn odbor hdz-a županijsk nogometn savez hdz-a postavljen kompletn skupštin hns-a utjecaj klubov ukin udruženj prvoligaš glasn navijač šikaniran praćen čudn zakon oduzet ustavn prav navijač zamisli klub mož zabrani ulaz stadion navijač zažel odluk sud policij zakon izmijenjen inicijativ sabor normaln vrhušk klubov politic dobr zarađuj nogomet smeta demokracij prav glas pokuša ušutka navijač mračn vremen domovinsk rat navijačk pokret drogiran rulj htjel prikaziva medijsk bard navijač znanstvenik pravnic matematičar filozof sociolog intelektualn drma savez hajduk torcid hajduk suradnj pravn stručnjak stručnjak ustavn prav uspjel zastupnik sabor izmijeni zakon sport 27 godin zakon izmijenjen inicijativ sabor iznenađen bahat politik savez htjel prihvatit navijač oduzet slatk lizalic transfer bogaćenj navijač ispast pametn događaj navijač otkida komadić komadić src navijač vol hrvatsk prati držav selfi navijač čul dolazi prvenstv kun spava parkov glasn bodri iznemoglost modrić omogući srast talent im izrast igrač `` nekolicin ukra nogomet ukra hrvatsk '' modrić suz roni poraz hrvatsk teren bankomat mamić voljet voljet srn velik humanitarc donator zna šut zna hajduk otiša ukrajin zna događ savez napad navijač licemjern navijač dobij kost tjedan stadion dobij bun nekolicin ljud ukra nogomet ukra hrvatsk dobr navijač prav mož razlog optuži mržnj hrvatsk ladic sudstv stoj tešk optužnic savez pomoć igrač teren modrić srn izađ javnost kaž igra iduć utakmic riješ situacij hrvatsk nogomet želi mlat šikanir navijač red hrvatsk nogometn prvoligaš nema utjecaj skupštin hns-a red nem dijalog navijač odabra šutnj licemjerj zna normaln hrvatsk žel gostova split grad šikaniranj im stadion prosjek 12.000 navijač hajduk 43.305 članov nalaz svjetsk vrh broj članov klub riv okup 30.000 navijač prosvjed pendrek korupcij pogodovanj prešućivanj tužn hrvatsk navijačk prič običn čovjek razumij čovjek buni privatizir čudan način tvrtk dogod nezakon stvar pravosuđ policij \xe2\x80\xa6 običn čovjek uškopljen gled čud dan nem pomogn lakš navijač stoj pod cipelar udari kost čudn prav nogometn navijač navijaj mamićev bankomat hrvatsk \xe2\x80\xa6 \xe2\x80\xa6 nos naslov hns nos prefiks lijep hrvatsk privatiziran najgrublj način pendrek korupcij pogodovanj prešućivanj običn čovječ pokušaj razumjet navijač mog navija \xe2\x80\x9erepk '' src krvar vol hrvatsk već ljubav žrtv domovin ijedn poznajet renat čupić,3
ljud pap dan govori `` bolj ateist krscan vjernik '' vjernik lazes bog narod ateist lazes narod bog vjerujes,2
rijek fenomen stadion im manj kapacitet zglobn autobus,2
musliman počet masovn ograđiva ekstremist im šans način opravdava znan razlog situacij dobr,1
znas napisa rijec predsjednic kreten maloumn,3
moz usporedjiva kgk nakarad voli lijev vecin dobr stoj desn hodajuc strasi obuc,3
ogromn razočaranj misli nem goreg karamark kriv im goreg,3
glasa odkad otisl hr smatra vis licemjern diz nerv pojedinc uzdiz kolind hr nebes olos otisl hr,3
zast napisi ljud posl ljud usran zemlj moz prehrani obitelj piset mandri sta jeb 10 kun ulic heroj cud di drzav ust jeb,1
cigan srb hrvat mož desi,3
dobr dog buda vlast ko zadnj desetljeca.. di 3000kn plat rezij hran prezivljav zivot,1
gospodj drag posla prekp 260 zamolb posa dolazi zg dan dijeli zivotopis vrat vrat nist neb pal kuz cem zlob zavidnost radi dan tjedn problem naseg narod ljen zel radi ceka bab did umr usel ko us pradjedovin prestrasn,1
dalj ziv vi pantovcak zast oduzet bespravn steka proklet rvatsk im osmjeh lic ljud gladuj,1
užas im sreć privilegij djec njemačk dobi različit svijet doktoric porodi put osta sat radn vremen šivanj ostavi mlađ koleg babic put porodi godin porođaj drug pacijentic žurb hodnik stajanj dobi dijet okružen babic dek prostrl bas gol .kad čul sestr djec dobi zagrebačk bolnic zahvaljiva bog mora dobi,3
cem frk panik imovin proda namiri dug gradjan deloziraj dug vrijedn ostali,1
zna osjeca `` pripremi '' clank,3
sta ce jadnik prenosi grob los diler faka,2
kolind izgori glav izgled ko im im mozg sigurn nec vratit supak svijet,1
crnogorsk policajc jasn đe ruk pruži pomijeri jadn nebi,3
vjerovatn ljut poništi zadnj prometn prijav godin navika izađ zatvor moć ljutit pokojn roditelj vjerovatn napast držav,2
plenkovic puc prostit ..dok im glupi hrvat im previs puc nas sirotinj,1
malc fotk srednj prst naljuti kupi nov klas,2
uć eu trebaš teži zajedničk vrijednost demokracij ljudsk prav turc moraj eu vrat velik zid,3
ubi stvarn zel napravi vec rijesi tajnost,2
kuz bisn dvi,2
voljel visok struk..tak cu radj `` out '' nisk struk `` in '' ..,2
nog zivot vidl ruzn nog bakin,2
"bandić kriv ljud stok primitivc smeć voz ,3 put tjedn lakš baca domovinsk most im hrpetin smeć",1
hdz treb dovest psihijatr dan im tretman bož treb posebn,3
naprav posjet americ stručnjak liposukcij,2
prekid bol hurc reprezentacij nogomet zeli ucini vazn vis daj pozirnost vis dobiva bitnost nec uspjet izbaci hrvatsk prvenstv jel ljeps nas deck gleda prvenstv ostan dom,2
kretencino..umn poremecen debi kujundjic..naguzi popov lip,3
upamtit `` ružan svidj lijep sviđ '',2
ko zast staln reklamiraj,2
nava nas švedsk domovin jedin nacin zaustav ce žican ograd,1
peric ros mor imat narod ljud planet `` narod '',2
put 49h pastet presta otvara lucij iskoci.misli sljedec blokiranj index,2
bolj završ hrvatsk ruk biv pokraden upropašten,1
hrvatsk apatičn tren pametnjaković došl šans ministr zemlj šans posta tren narod dobij šans pošten pametn razbuc vražj mater majmun klikn ponud poslov burz rec im radn mjest mlad školovan apolitičn ljud,1
zaprijeti najbolj .. zamisli referendum izglasa jos vec ovlast,2
milan od ljud ce suz oc govori `` bandic kra da '',1
soton,2
rekreativn pušač profesionaln debi,2
objasn kurc das valjas nist das valjas moz smak svijet pomoc,3
nazalost roditeljsk odg ocigledn zakaza kupuj normaln roditelj besposlen osamnaestogodisnjak mercdes pogleda slik profi ce jasn,2
ser velik ljud brin slabij velik ljud pronalaz ljepot tud postuj kultur fetus djet zen odluc ce rodi glup id sij mrznj nacionalizm,1
blokiras sve.. mater javlja.. tesk ce napisa pism,2
rekl otel majc bas pazi otel trca skoci bazen izvukl,2
tragedij velik žalost prič drž vod dijet otel majc upa bazen zamišlja roditelj situacij siguran skoči bazen spašava dijet taman nezn pliva odigra drugači naslov glup,2
kolind najobicn gusk dosl mjest zadatk nema najmanj razlog gusk postova dapac odvratn glup neumjesn bahat degutantn sramot glupac mjest predsjednik drzav blag glup vidi idol,1
cijen umjetnost ministarstv kultur bav otvaranj arhiv umjetnost nov selfi lidij bačić nem vez društv polupismen velik korac id nazad srednj vijek,1
hrvatsk reprezentacij legionarsk dinamov sramot vodeč klub prvenstv nem igrač klup čud revolt navijač,2
mrs govn licemjern lazljiv slucaj razbolis di is crkv bolnic,1
cij vlad ko plac dal plac todoric ote pokra treb uzet jeb ko dozvoli,1
blokiran firm dugov 1000-par kun crkn zaposlen .kak mož dužan prv pitanj,1
jadn državic izašl socijalizm bivš jug skh podijeli frakcij hdz sdp politik osta tržišn slobod nem 2/3 narod uhljeb osta 1/3 ko fol rad privatn sektor privatn sektor todorić uhljeb..tak političk odluk naravn očekivan uhljeb pomaž uhljebu..zat zadnj europ,1
svak mas im cuj vrijedja moraln osjecaj .. isplaka,2
zagreb zagrepčan,3
pamet,2
dajt jos stan kompenzacij odštet pretrpljen muk,2
članc vrhunc novinarstv slik instagram par rečenic dotičn poslika paz čuda-najlonk savrsen kak naslov člank slika vreć krumpir,2
marin pepelnjak tepić slicn tjesi zivot nepošten sta slicn tjesi razlog tvoja/vas osobn stvar kaza odgojen nem misljenj govor,1
27 godin sranj hrvatsk kriv medij hrvatsk građan komunist tit srb rus južnjačk temperament mentalitet lgbtq zajednic profesor student kniževnic filmsk radnic hrvatsk političar jok,1
misli govoris erdoganov politik jasn ocigledn ..i upucen,2
sticker,2
ostavi stran maric definitivn sukob interes brin cinjenic direktor financij agrokor zasluzan kolaps ce vodi drzavn financij stanj imat kontrol korporacij,1
jadrank kosor htjel prizna bolj hrvatsk premijer nist ukra pitanj prav,1
smesn bivs drzav 30.000 srb srbij navijal hajduk mladj generacij nepoznat jednostavn bel dresov super lep stadion neodoljiv velik borc igraj zadnj sekund najpopularn fubaler uopst surjak klinc idol zvezdas,2
im im soros placaj sateli merkel osta unistava europ imigrant pederluk osta sod gomor,3
zanimljiv facebook izazov bol tuk krul napisa blog index clanak,2
karamark najantitalentiran hrvatsk političar boj okus miris smrd miriš ..,1
važn zna jel češlja/oblači/svlači/jeb,2
nezn googlov direktor id rodjatk politič liniji. koristan savjet bjež glav obzir hrvatistan,1
glumi hrvatsk serij zna,2
previs razvlac show pokusav napravi dramatik napetost kraj doja mlak nec gleda sljedec epizod,2
žen izruguj funkcij obnaš držav treba predstavlja bir,1
stid zen lijep zgodn pametn ocigledn jak ljubomoran odvratn neprimjeren komentar zivot nema nist pametn radi,2
bab ruzn ko necastiv ..nec dobi glas,2
triba plaka vid klemp udaj papak zna izbori dev kami plač,2
narod nem dovoljn snag zajednistv prekin dogadj protekli 15 godin izadj ulic bojkotir apsulutn posl javn orevoz tvornic apsultn bojkotir naprav citav kolaps drzav par dan narod shvati ozbiljn drugacij nec moc svjesn narod dic nec rad rad prolaz kaznjen cak nagradjuj kriminal narod bir jbg trp,1
mirk mozes svinjetin jest covjek neces sram seljacin,2
..,2
bog najeb gad političar znač narod šlja štit jeben propalic vrijem rat obogati dokazan pametn glup ko kurc zna pošten pametn napravi krast im trunk jeben mozg neb došl di majmun glup,1
konačn im prav ministr zdravstv izvuć gubitk liječnik bolnic dovest svečenik smješka tješi moli kraj dat oprost grijeh posljednj pomast potrošen kun nem trošk lijek hran razn zavoj in materijal troš pacijent ušted smanjivanj gubitk,3
mozes prevest komentar,2
jos fal konkurencij aerodrom slobodan milosevic alij izetbegovic,1
di plinsk boc,2
plenky dobar svećenik im prič smiruj stanj gled neb govor ruš lic osmijeh mon lis govor eu ekumenist nem biskup vrlin,1
cur preti jeben krmač kurc ljud debel posta normaln mam jeb retardiran,2
naravn slozen nists slozen platim racun lijep iskljuc struj vod telefon ..,2
hahahahahahahahah vrhov niz nebuloz cita kokolind otisl hr svedsk spasi ce spasi vratim ne..ne..ne..j vjeruj glupost moz izvaliti.. djec vra hr mrs,1
voljn moment jak loš.dolaz mrsk dalmacij krij dolask naruši ravnotež repki.t dobro ćorav ant slušaj mentor zaborav naprav nog.stručnjak,2
brav ivan,2
sudeć komentar tip štikl nenormaln pišet komentar pun mržnj osob poznajet,1
kriv shvati zov john ovisnik nasiln vide igram,3
stjepan tis velik govn covjek sovinist sta slucaj odvratn kljuc mrznj,1
žalost većin mladi bračn parov primoran živjet roditelj dovod problem brak zajedničk život djec petlja,2
ulic štap rad balkon stvar zan ko balkon,1
svijet postoj aerodr nazvan predsjednik problem .. prekrasan,3
franj ratn zlocinc ko slob alij,1
dat lip naseg porez konzum djab hranu.novc javn interes privatn kopi ce uvest .porez djedovin,1
hoc pilot ce nosi baletsk suknjic hocem avion roz boj,1
andj dic pametn mam stoj di vraca,3
kun disupar,1
dram čačić vod reprezentacij,2
rijecan vika ubij tovar,3
bacač plamen ža,2
teorij zavjer pocinj,2
matte lovrić posjetiš pričaj sad sjajn bajn europsk ekonomij mog uspoređiva ekonomij sad- zemlj europ kombiniraj kapitalizm socijalizm skandinavsk držav najbolj držav život prosječn čovjek zdravstv školstv potpunost besplatn kategorij razlik sad- školstv zdravstv mog priuštit najviš zarađuj vidiš pomoć filmsk setov,1
kriv 50-te godin živim mam tat žen moram zavrsi srednj škol gimnazij faks ekonomsk sl nać dobr plaćen posa kupi aut karijer .i stan jupiii prv dijet 35-45 kriv držav vlast nem uvjet držav stvori vlast bir lud,1
jednostavn riješenj sat pomakn pol sat ostan,2
barbi girl-nisa obozavatelj al jbg zen skolovan pametna.. totaln skroji zivot zeli.. fuck nas komentar,2
im ljud ceka dobij oa umr dobi nastavi glumata nogomet pamet za neb treba list,2
mišljenj lady di dalek vremen uklapa `` kraljevsk '' okvir mora nesta,2
pita dal novinar pisa članak retsrdirsn,2
ratn profiter velik govn covjek,1
ljud ko ljud zavidn stok zen izgled odlicn svak cast dans dosl vrijem mozes zivjet fukar fukar nesrecns nezadovoljn zivot propust neuspjeh kriv fukar smet imas novc uspjesan zadovoljan.. ziv svak hr.s 2000kun mjesecn shva fukar ako.ima 43god.st mora zapusten neuredn debel svinj godin izgleda pristojn vidi sta lic ljud generacij 1974 mladj fukar misl svak zen uspjesn ostvaren zadovoljn kurv im jebac mocn covjek pogled fukar 80 izgled jadn zapusten jeftin tavk svak uspjesan plastcar sponzorus kurv mukarc uhljeb mafijas lopov preder rec grozn,2
banan banan banan banan donosenj zakon stit placaj porez ziv lagodn vi jaht nezna cem donos zakon ovc placa porez nekretnin ovc blejit dalj zavrijedel,1
ce lokaln izbor ..i dalj ce \naivn '' narod glasa hdz negov uhljeb,1
pametn odluk mog zast neb sta im ko buni im nijemc aut put citav balkan nema vinjet prav 100 austrijanc slovenc hrva uve dupl najvis pljacka vozac cigansk putarin,1
zastupa tez av karabatić preruši predsjednic skuži govor glupost kolind odluči poslat svijet predstavlj racionaln objašnjenj političk scen hrvatsk,1
čovjek prezentir proizvod zainteresiran vid startu.. vidi problem poja `` moraln osjećaj '' presmiješan,2
ratov katolick crkv postoj oblik smrt isus 2000 godin .ratov vodjen tisuc godin razlik isl svet rat pokoravanj svijet temelj vjer,3
đab lijep pametn ko glup '',2
ljeps bankomat ostan dom zasluzi veseli sport zasra krad glumljenj bankomat gazd nogomet,2
ministr prav svečenik dalek jeftin liječenj poslednj pomast plać obitelj ministr izgled kriv shvati želj crkv natalitet zalaž blagoslovljen mortalitet,3
prevelik tuđman dotičn mož vazeljin primi,1
svak anoreksij izazov ljud okren prostojn ljudsk,2
stručnjak pal pamet potencijaln terorist mož legaln nabavi oružj napravi pokolj govori rastrojen ljud trenutk mogl puca ulic dobar primjer amerik,1
jel oprost dođem kupova dućan nema novc,2
treb rvatsk cacic mamic,1
hrvatsk al plaćeničk družin ratn profiter zdravk mamić `` repk '' nećešrazbojnič,2
preti manekenk nist bolj uzor anoreksicn preti,2
kaž hrv veleposlanic uk ell dvornik dobr služben izvješć nestrpljiv smo..,2
`` sit gladn vjeruj '' `` lak tudj kurc gloginj mlatit `` `` bliz vatr bolj ogrij `` `` vrc id vod razbij `` `` djavol tikv sad glav lupa '' mudruj ministr star zna treb kolumb otkrivanj topl vod osigur vas plac jednak radnick ziv prristojn zivot smanjit porez namet pokrenet kotac rad adekvatn placen nec odlazit razglaba ustas partizan cetnik proslost mazet vra debel gusk crkv nem buducnost 21-og stoljec,1
jugoslav uništi unutrašnj neprijatelj jna sk hrvatsk hv hdz ugroz vanjsk neprijatelj pričic stok sitn zub,1
vazn glavn todorick razmec radnic konzum minimalcu.. jel isl medjugorj moli milijunc padn neb,1
postoj uslug plaća moram stvar radi gleda stvar život ljud koristi mobitel vozi aut moraj napravi,2
amerikanc `` stipendiraj '' nepismen cigojner student ras spolov nacionalnost uspješn dan radi sad- `` stipendiram '' nepismen cigojner ras nacionalnost većin spol rođak krivotvoritelj kompilator nesposobn čuva nacrtan ovc pokreć posa gospodarstv traž lijek tumor kozojebstv kroničn nepismen uspi napravi logičk pogrešk rečenic znač napisa mrz žel novc troši pametn stvar uspi rečenic potvrdi nesposoban komunističk kozojeb-uhljeb vol sisa mlijek porezničk sis držav nem vez definitivn `` narod '' smisl mog mrzit skoncentriraj sljedeć put sramotn glup napisa pozdrav,1
drag andj nema bas nist bosn zemlj svjet al im placa zdrastven cjel godin dodjes hr ljecit 20kn im param financiraj fakultet domov osta sranj tudj zemlj,1
svasta.. danasnj vijek jos im pracovjeka..,2
ok otvor ust progovor,2
vara omražen `` diktator '' dozvoli rus nos gurn jug rvatin oc domovin pokloni cijel rvack di krezub neuk domoljub rad možet valja zamata tetovir kockic domovin debilan jel došl leđn moždin posauga karin zahvaljuj,1
laž nemojt vraća hoć lov,2
recim vlad naprav privuč mlađ šveđan mlad šveđank nasel ljep jebeš bij potez .pa dođeš mesnic zgodn plavokos johan loš rvatsk pit češ dođeš rusk konzum blagajn osebujn plav šveđank brzin munj,1
hshah .a bi uvjeren najgluplj lik fb .. hahah .nem andj mestrovic zakon,2
poželjn integracij nepoželjn asimilacij već glupost ču desetljeć misli nadmaši iskačuć pozornic hnk-a al man progresivn,1
ak visin zadatk debilizm,2
normaln vjerocatn zgrad osjet vlak prolaz hž vlak prosa zgrad siln buk zgrad srusila..,2
vid avion delikvent sav svoj.on treba otic zatvor komun,2
zen im 50 svijet poludi sta treba izbotoksir izgleda ko buda ser pun botoks stavlja nerealn filter slik cem zna filter izgled super vid bor jbt bor griz,2
pretpostavlja prilk rođenj nasljednik loz pjeva matk jelavić `` rodij sin šesan lip fin pukn puškoo rodi muuuškkkkooo '',3
čovjek prav europljan zauzel kućn ljubimc borb abortus važn život hrčk nerođen dijetet draž tuđ kultur vlastit,3
"show čist prevar kraj kandidat prošl polufinal dobi `` slučajn '' 44,1 glasov dobi postotk treba public 1000 glasač 441 glasa čist sumnja 1000 ljud ispravi griješi",2
indeksovc ljubomorn hrva mrz im najljepš predsjednic svijet,3
riga bljuvotn komentar drži najnesigurn pač najnesretn kož pljuvanj ljud dijeliš vrijednost,2
im kilometraž,2
ček pun dobr razdjelnic legalizacij retrogradn obnov poplavljenog\xe2\x80\x8b sav laž laž zadobij povjerenj rad interes narod prostor rh,1
grbin kaž zaradi novc poznat živ državn grbač lamata besmislic jezik blebetav,1
anđ odgaja mog odgojij narod man zadrtost konzervatizm,1
šal `` nemog '' piš odvojen jel svinjetin,2
per jed govn uhljeb roditelj nema djec kupi igračk nem vuć jezik idiot,2
šiptarsk majmun rad sranj dođ zna treba izbaci zna provocir glumi žrtv gamad glup,3
"skup idiot nazvan ,hrvatsk vlad '' sticker",1
kreten ovisi il potreban podatk bavi anket pokazuj zadovoljn osjeća ko slijepac anket situacij katastrofaln vlad zemlj '',1
definitivn najnekompetentn vladajuć garnitur im kompetentn preeeeestrašn čovjek doktor,1
moli napisa jad bijed tekst uhva pisanj cem nest znas jeba av karabatic sta savjetuj soraj denzel washington drug galaksij debilcin glup,2
lak `` gazd '' meksik izručuj najbolj zemlj pobjeć lov,2
pretvori prepotentn đubr,2
jbg covek rek istin,2
kontekst reka rekel id dotepel velegrad zelen ostanak jak primitivn,3
nađ hrvatsk sol pamet im amer sranj krov situacij kkk pomet prag id pometa,3
